,n,number_of_iterations,number_of_moves,time
0,4.0,380.0,1520.0,0.0
1,5.0,327.0,1635.0,0.0
2,6.0,12482.0,74892.0,0.07169198989868164
3,7.0,27956.0,195692.0,0.15876436233520508
4,8.0,215206.0,1721648.0,1.2844829559326172
5,9.0,83173.0,748557.0,0.5204911231994629
6,10.0,5167130.0,51671300.0,33.45296120643616
